Tanggal,Kode_Transaksi,Pelanggan,sub_total,lokasi_apotek
8/18/2023,TRX022623,"dr. Ciaobella Mandasari, M.Pd",213739,Surabaya
10/2/2023,TRX022624,Guest,847705,Jakarta
9/19/2024,TRX022625,Maryadi Sirait,244622,Semarang
2/21/2024,TRX022626,Guest,660288,Surabaya
12/31/2023,TRX022627,Nurul Palastri,551925,Semarang
11/22/2023,TRX022628,Dina Handayani,378392,Jakarta
3/15/2023,TRX022629,Guest,536462,Semarang
1/2/2024,TRX022630,Guest,787382,Jakarta
10/18/2024,TRX022631,Elvina Marbun,1147349,Jakarta
3/22/2024,TRX022632,Guest,136983,Semarang
11/15/2023,TRX022633,R.A. Samiah Sitorus,375983,Yogyakarta
4/25/2023,TRX022634,Hilda Laksmiwati,105588,Jakarta
9/18/2024,TRX022635,"R. Padmi Waskita, S.Psi",69752,Yogyakarta
2/17/2024,TRX022636,Guest,718234,Semarang
3/27/2024,TRX022637,Najwa Rahimah,768370,Bandung
6/26/2024,TRX022638,Guest,319144,Jakarta
9/5/2024,TRX022639,"Dr. Zulfa Mandala, M.Kom.",1146024,Yogyakarta
3/13/2024,TRX022640,Guest,990523,Yogyakarta
9/1/2023,TRX022641,Guest,518512,Surabaya
1/9/2023,TRX022642,Balidin Putra,455479,Yogyakarta
2/21/2023,TRX022643,Tgk. Jaya Situmorang,1122360,Yogyakarta
8/2/2024,TRX022644,Ghaliyati Padmasari,269076,Jakarta
7/31/2023,TRX022645,Salsabila Pradana,1110061,Semarang
12/26/2023,TRX022646,Rahmi Dongoran,697586,Bandung
5/31/2024,TRX022647,Balangga Mahendra,739309,Surabaya
7/8/2023,TRX022648,Guest,305839,Jakarta
3/4/2023,TRX022649,dr. Artawan Riyanti,88896,Bandung
4/23/2023,TRX022650,Guest,1139703,Semarang
2/10/2024,TRX022651,Guest,371522,Yogyakarta
7/16/2023,TRX022652,Clara Nugroho,699607,Jakarta
2/8/2023,TRX022653,Emong Suwarno,31386,Semarang
3/29/2023,TRX022654,Guest,591627,Bandung
12/2/2023,TRX022655,Guest,1121281,Bandung
8/12/2024,TRX022656,Ulva Puspita,606764,Bandung
5/1/2024,TRX022657,Guest,319814,Yogyakarta
10/29/2024,TRX022658,Guest,591721,Surabaya
10/16/2024,TRX022659,Guest,953941,Bandung
6/8/2023,TRX022660,Hj. Ayu Nasyidah,633467,Bandung
6/26/2023,TRX022661,Guest,243086,Bandung
10/15/2023,TRX022662,Banawi Suwarno,666393,Surabaya
5/29/2023,TRX022663,Guest,334298,Surabaya
5/10/2023,TRX022664,drg. Kayun Irawan,946705,Surabaya
6/20/2024,TRX022665,R.A. Mila Maulana,190521,Surabaya
10/15/2023,TRX022666,Melinda Wijaya,653642,Jakarta
7/8/2024,TRX022667,Guest,672031,Jakarta
8/9/2023,TRX022668,Guest,1067466,Yogyakarta
11/9/2023,TRX022669,Guest,799816,Jakarta
11/9/2024,TRX022670,Guest,486618,Semarang
9/6/2024,TRX022671,Guest,744000,Yogyakarta
6/21/2023,TRX022672,"Panji Simanjuntak, S.Pt",251856,Semarang
5/6/2024,TRX022673,R. Vanesa Kusumo,877418,Surabaya
1/26/2024,TRX022674,Guest,970628,Bandung
2/25/2024,TRX022675,Guest,1038140,Semarang
7/20/2024,TRX022676,Guest,873178,Bandung
2/19/2023,TRX022677,Guest,1038876,Yogyakarta
8/4/2024,TRX022678,Sakti Oktaviani,1152510,Yogyakarta
10/5/2024,TRX022679,"Dewi Farida, M.Farm",598056,Yogyakarta
6/16/2024,TRX022680,Guest,721752,Surabaya
9/18/2023,TRX022681,Laksana Suryatmi,1085565,Bandung
3/22/2024,TRX022682,"Puti Tari Saragih, S.T.",1118088,Bandung
11/1/2024,TRX022683,Dalima Adriansyah,1364054,Yogyakarta
12/11/2024,TRX022684,Vicky Tarihoran,273611,Bandung
2/20/2023,TRX022685,Guest,1619196,Jakarta
3/26/2023,TRX022686,Guest,1066118,Surabaya
10/10/2024,TRX022687,"Drs. Asmuni Wastuti, M.Kom.",112053,Yogyakarta
6/2/2024,TRX022688,"Latika Wijayanti, S.IP",45650,Yogyakarta
2/4/2023,TRX022689,Guest,409896,Bandung
10/9/2023,TRX022690,Azalea Permadi,744801,Bandung
1/9/2023,TRX022691,Eli Hardiansyah,459644,Surabaya
7/28/2023,TRX022692,Guest,693814,Jakarta
7/21/2023,TRX022693,Candrakanta Suryono,410679,Yogyakarta
11/4/2023,TRX022694,Guest,549036,Yogyakarta
7/20/2024,TRX022695,Guest,576168,Yogyakarta
1/6/2023,TRX022696,Guest,387144,Jakarta
3/15/2023,TRX022697,Guest,515532,Semarang
12/8/2023,TRX022698,"Emin Waluyo, M.Ak",832467,Jakarta
8/13/2023,TRX022699,Marwata Nainggolan,1309964,Bandung
3/25/2024,TRX022700,Ellis Prabowo,574388,Jakarta
9/5/2023,TRX022701,Laras Rajata,742999,Semarang
1/19/2024,TRX022702,"Amelia Manullang, S.Pd",24612,Bandung
6/23/2024,TRX022703,"Ir. Warsita Uwais, M.Farm",318196,Bandung
2/13/2024,TRX022704,Tantri Situmorang,1299848,Jakarta
2/14/2024,TRX022705,Guest,523998,Yogyakarta
5/12/2024,TRX022706,Guest,653139,Bandung
4/17/2023,TRX022707,"Raisa Sudiati, M.Pd",988343,Surabaya
12/21/2023,TRX022708,Guest,773885,Jakarta
12/1/2023,TRX022709,Guest,512033,Surabaya
9/25/2023,TRX022710,Tgk. Cemani Hutapea,480039,Surabaya
10/7/2023,TRX022711,Guest,114450,Surabaya
3/2/2024,TRX022712,T. Hadi Susanti,314280,Bandung
1/17/2023,TRX022713,Guest,464053,Surabaya
12/20/2023,TRX022714,Guest,339483,Yogyakarta
9/8/2023,TRX022715,Guest,851853,Yogyakarta
8/22/2024,TRX022716,Guest,118743,Semarang
6/7/2023,TRX022717,"Faizah Megantara, S.Ked",1077948,Surabaya
2/7/2024,TRX022718,Guest,916135,Yogyakarta
2/11/2023,TRX022719,Guest,614878,Jakarta
9/21/2024,TRX022720,"Dr. Ami Manullang, S.Kom",397158,Bandung
3/23/2024,TRX022721,Guest,305541,Yogyakarta
5/11/2024,TRX022722,Guest,377080,Bandung
10/1/2023,TRX022723,Guest,371246,Jakarta
2/17/2024,TRX022724,dr. Lurhur Mangunsong,729267,Bandung
10/10/2024,TRX022725,Gadang Mayasari,883093,Surabaya
12/18/2024,TRX022726,Guest,606653,Bandung
5/22/2023,TRX022727,Heryanto Sudiati,1144802,Semarang
5/22/2024,TRX022728,"Drs. Anastasia Utami, S.Gz",704265,Bandung
5/20/2023,TRX022729,Guest,85962,Semarang
2/19/2023,TRX022730,Saka Puspasari,506800,Jakarta
10/6/2024,TRX022731,Guest,73093,Jakarta
12/7/2023,TRX022732,Guest,609294,Semarang
7/31/2023,TRX022733,Guest,372124,Jakarta
2/9/2024,TRX022734,Safina Mandala,297846,Bandung
12/14/2024,TRX022735,Yunita Hakim,423295,Yogyakarta
11/3/2023,TRX022736,"Kemba Yulianti, S.E.",1134184,Jakarta
10/1/2024,TRX022737,"Drs. Jasmin Uwais, S.E.I",622317,Bandung
8/10/2024,TRX022738,Guest,38025,Surabaya
3/6/2023,TRX022739,Guest,463104,Bandung
4/20/2023,TRX022740,Nurul Riyanti,346058,Bandung
9/5/2024,TRX022741,Puji Latupono,908646,Jakarta
12/8/2024,TRX022742,Lamar Marpaung,862964,Jakarta
6/6/2023,TRX022743,Langgeng Pradana,522561,Surabaya
12/28/2024,TRX022744,Guest,817121,Bandung
6/27/2024,TRX022745,Guest,592030,Surabaya
12/24/2023,TRX022746,Guest,1075201,Surabaya
2/23/2024,TRX022747,Guest,506321,Semarang
3/31/2024,TRX022748,Restu Adriansyah,223461,Jakarta
10/3/2024,TRX022749,"Maman Widodo, S.Sos",272425,Jakarta
11/30/2024,TRX022750,"Hj. Violet Sihombing, S.Farm",338164,Bandung
6/7/2023,TRX022751,Guest,1113418,Yogyakarta
5/28/2024,TRX022752,Guest,1205876,Surabaya
1/9/2024,TRX022753,Guest,467353,Bandung
2/13/2023,TRX022754,T. Jefri Salahudin,1466413,Surabaya
6/24/2023,TRX022755,Guest,250958,Jakarta
3/29/2023,TRX022756,"Najib Hutagalung, S.Gz",1107480,Bandung
1/1/2024,TRX022757,Guest,469220,Semarang
11/25/2023,TRX022758,Guest,1117387,Surabaya
10/26/2024,TRX022759,Guest,1268817,Bandung
11/3/2024,TRX022760,Guest,363465,Surabaya
8/11/2023,TRX022761,Guest,563347,Surabaya
7/24/2024,TRX022762,drg. Atma Puspita,154123,Surabaya
9/9/2023,TRX022763,Cindy Sihotang,1458338,Bandung
1/21/2023,TRX022764,Artanto Rajata,652291,Surabaya
11/20/2024,TRX022765,Guest,107220,Yogyakarta
5/24/2024,TRX022766,Guest,480630,Bandung
4/9/2024,TRX022767,Guest,507135,Bandung
12/15/2023,TRX022768,Yuliana Sihombing,1038198,Bandung
11/24/2023,TRX022769,Guest,584572,Yogyakarta
7/16/2024,TRX022770,"R.A. Samiah Maryadi, S.Sos",83883,Yogyakarta
5/23/2023,TRX022771,Guest,241570,Jakarta
4/2/2023,TRX022772,Guest,246734,Bandung
6/12/2023,TRX022773,Guest,110485,Surabaya
1/31/2024,TRX022774,"dr. Teguh Kuswoyo, M.Ak",511219,Yogyakarta
7/6/2023,TRX022775,Guest,1246908,Bandung
3/2/2024,TRX022776,Guest,234826,Semarang
9/24/2023,TRX022777,Guest,1549441,Surabaya
8/11/2023,TRX022778,Guest,557241,Semarang
9/13/2024,TRX022779,Septi Gunarto,633611,Jakarta
1/15/2024,TRX022780,Guest,972975,Semarang
2/12/2024,TRX022781,Puji Kuswandari,232182,Bandung
5/4/2024,TRX022782,Kanda Prasasta,1629348,Jakarta
10/18/2024,TRX022783,"Gasti Thamrin, M.Ak",1015092,Jakarta
6/8/2024,TRX022784,Guest,797491,Bandung
10/1/2023,TRX022785,"Eka Purnawati, M.TI.",799741,Surabaya
10/23/2023,TRX022786,Guest,271980,Yogyakarta
2/9/2024,TRX022787,Hana Januar,384246,Bandung
1/3/2023,TRX022788,Guest,353549,Semarang
4/1/2024,TRX022789,Sabrina Suwarno,717515,Surabaya
7/28/2024,TRX022790,Guest,253866,Bandung
9/16/2024,TRX022791,Febi Situmorang,897795,Yogyakarta
1/23/2023,TRX022792,"Natalia Maheswara, S.Sos",441276,Jakarta
5/7/2024,TRX022793,Guest,342236,Yogyakarta
12/18/2023,TRX022794,Guest,913471,Jakarta
3/26/2023,TRX022795,"Elvin Ardianto, S.E.",1545033,Surabaya
11/13/2024,TRX022796,"Dt. Gada Fujiati, S.IP",697260,Surabaya
7/30/2024,TRX022797,"Dono Siregar, S.E.I",384680,Surabaya
12/14/2024,TRX022798,Tania Salahudin,305147,Semarang
8/6/2024,TRX022799,Guest,458574,Bandung
4/13/2023,TRX022800,Guest,274071,Jakarta
9/13/2024,TRX022801,Guest,182187,Semarang
5/31/2024,TRX022802,Guest,522821,Jakarta
3/8/2023,TRX022803,Guest,1846014,Jakarta
4/12/2024,TRX022804,Shania Oktaviani,1238313,Semarang
5/9/2024,TRX022805,Maria Mayasari,733434,Yogyakarta
1/19/2024,TRX022806,Kacung Siregar,354612,Semarang
1/15/2024,TRX022807,"Lukman Prabowo, S.E.",309525,Yogyakarta
3/12/2023,TRX022808,Guest,570407,Jakarta
6/6/2023,TRX022809,Guest,908851,Surabaya
8/9/2024,TRX022810,Putri Permata,853507,Semarang
11/24/2024,TRX022811,Guest,1812574,Surabaya
12/5/2024,TRX022812,Guest,73230,Semarang
10/11/2023,TRX022813,"Baktianto Najmudin, M.Kom.",205558,Jakarta
11/3/2023,TRX022814,Guest,299508,Yogyakarta
4/9/2023,TRX022815,Guest,671922,Surabaya
11/11/2023,TRX022816,"dr. Jarwa Hutapea, M.Ak",746860,Bandung
9/10/2024,TRX022817,Guest,539550,Jakarta
6/19/2023,TRX022818,Banawa Irawan,1188935,Yogyakarta
12/14/2023,TRX022819,Guest,771980,Yogyakarta
7/30/2023,TRX022820,Guest,423072,Surabaya
11/19/2024,TRX022821,Guest,358236,Bandung
4/13/2023,TRX022822,Guest,646460,Semarang
3/15/2024,TRX022823,"Nugraha Pradipta, S.IP",37415,Yogyakarta
10/10/2023,TRX022824,drg. Lanjar Permata,1526126,Surabaya
9/26/2024,TRX022825,Guest,702201,Semarang
7/8/2024,TRX022826,Muhammad Prasasta,897922,Surabaya
7/2/2023,TRX022827,dr. Gaman Lestari,584954,Semarang
6/16/2024,TRX022828,Guest,622091,Bandung
11/20/2024,TRX022829,"Drs. Maya Waskita, M.Farm",1400218,Jakarta
9/8/2023,TRX022830,Guest,1001548,Surabaya
6/13/2024,TRX022831,Guest,1106453,Jakarta
10/21/2024,TRX022832,Guest,162308,Jakarta
12/11/2023,TRX022833,Eka Situmorang,735442,Surabaya
11/9/2024,TRX022834,Almira Gunarto,562572,Semarang
8/7/2024,TRX022835,Ade Najmudin,661905,Bandung
5/2/2024,TRX022836,Embuh Wastuti,424581,Surabaya
10/6/2023,TRX022837,Guest,621324,Surabaya
3/26/2024,TRX022838,Wisnu Wasita,888881,Surabaya
3/31/2024,TRX022839,Guest,438582,Bandung
3/20/2024,TRX022840,"Diana Pangestu, M.Farm",341762,Jakarta
12/25/2023,TRX022841,Guest,869681,Yogyakarta
1/24/2024,TRX022842,Siska Hutagalung,892617,Surabaya
11/23/2023,TRX022843,Legawa Uwais,423148,Jakarta
8/19/2024,TRX022844,Lulut Saptono,1131678,Surabaya
2/7/2023,TRX022845,"Icha Rahmawati, S.Pd",777288,Bandung
5/7/2024,TRX022846,Guest,1221920,Jakarta
1/20/2023,TRX022847,Guest,1398609,Surabaya
1/6/2024,TRX022848,"Drs. Ulva Prasetya, M.Ak",895773,Yogyakarta
11/30/2023,TRX022849,Puput Wahyuni,455321,Bandung
11/7/2023,TRX022850,Guest,872278,Semarang
9/19/2024,TRX022851,Sutan Luwes Wibisono,1026491,Bandung
9/27/2023,TRX022852,Guest,1141227,Bandung
10/26/2024,TRX022853,Karma Hastuti,977913,Jakarta
12/26/2024,TRX022854,Jabal Zulaika,505584,Yogyakarta
8/4/2023,TRX022855,Nova Laksita,411675,Yogyakarta
10/15/2024,TRX022856,Guest,123018,Bandung
11/10/2023,TRX022857,Guest,1073670,Jakarta
8/16/2023,TRX022858,Tgk. Karsa Fujiati,441938,Semarang
3/18/2024,TRX022859,Guest,656560,Jakarta
7/3/2024,TRX022860,Guest,625281,Bandung
4/27/2024,TRX022861,Guest,586325,Yogyakarta
11/4/2024,TRX022862,Guest,536964,Yogyakarta
5/19/2024,TRX022863,Guest,424920,Surabaya
4/15/2023,TRX022864,Guest,271747,Jakarta
12/11/2023,TRX022865,Yuliana Sinaga,909546,Semarang
2/25/2024,TRX022866,"Vanesa Narpati, S.I.Kom",737757,Jakarta
7/31/2024,TRX022867,Guest,1394535,Yogyakarta
6/28/2023,TRX022868,Guest,529980,Surabaya
5/25/2023,TRX022869,Guest,1456235,Bandung
1/3/2023,TRX022870,Guest,642820,Yogyakarta
8/19/2024,TRX022871,Guest,159528,Semarang
9/30/2023,TRX022872,Guest,911773,Surabaya
9/19/2024,TRX022873,"Ir. Kacung Kurniawan, S.T.",577539,Surabaya
2/25/2023,TRX022874,Galar Pratama,79313,Bandung
5/13/2024,TRX022875,Guest,818078,Yogyakarta
2/19/2024,TRX022876,Uli Pratama,433382,Bandung
12/11/2024,TRX022877,Wani Sihombing,142845,Bandung
9/4/2023,TRX022878,R.A. Yuliana Rajata,707730,Jakarta
11/2/2023,TRX022879,Edi Halimah,665775,Semarang
4/26/2023,TRX022880,Nabila Narpati,320131,Semarang
12/21/2023,TRX022881,Putu Situmorang,254389,Yogyakarta
8/4/2023,TRX022882,Guest,58509,Bandung
1/4/2024,TRX022883,Laila Halimah,134194,Surabaya
8/30/2024,TRX022884,Lurhur Mustofa,308657,Bandung
4/19/2024,TRX022885,Kezia Damanik,793493,Bandung
4/22/2024,TRX022886,Guest,156497,Jakarta
5/8/2023,TRX022887,Guest,714020,Surabaya
2/22/2023,TRX022888,T. Wardaya Napitupulu,902006,Semarang
11/10/2024,TRX022889,Guest,1281898,Bandung
2/18/2023,TRX022890,Guest,971740,Semarang
4/23/2023,TRX022891,Calista Waskita,912353,Semarang
5/7/2023,TRX022892,Malik Prakasa,271475,Jakarta
12/8/2023,TRX022893,Samiah Gunarto,485181,Yogyakarta
10/20/2024,TRX022894,Luhung Hidayanto,531147,Surabaya
9/16/2023,TRX022895,Ophelia Yulianti,237795,Yogyakarta
4/18/2024,TRX022896,"Umi Wijaya, M.Farm",347247,Bandung
4/10/2024,TRX022897,Guest,839130,Semarang
8/23/2023,TRX022898,Guest,394758,Semarang
10/22/2023,TRX022899,Rahmi Nainggolan,1403985,Semarang
9/21/2024,TRX022900,Tasnim Mustofa,110328,Semarang
9/27/2023,TRX022901,Bella Wibisono,512715,Yogyakarta
9/4/2023,TRX022902,Ophelia Lazuardi,255880,Surabaya
11/10/2024,TRX022903,Gawati Jailani,227283,Yogyakarta
3/15/2023,TRX022904,Guest,307778,Yogyakarta
11/6/2024,TRX022905,Guest,164589,Bandung
9/26/2023,TRX022906,Guest,138616,Semarang
12/11/2024,TRX022907,Guest,538948,Semarang
7/3/2024,TRX022908,Restu Wijaya,1489397,Semarang
5/10/2024,TRX022909,Elon Mangunsong,459279,Jakarta
5/17/2023,TRX022910,Guest,728736,Jakarta
6/27/2023,TRX022911,"Tania Wastuti, M.Ak",27189,Bandung
12/27/2023,TRX022912,Guest,682944,Semarang
1/10/2024,TRX022913,Latika Haryanti,142467,Surabaya
4/24/2024,TRX022914,Guest,154884,Surabaya
5/27/2024,TRX022915,Hartana Winarsih,1554027,Jakarta
12/11/2023,TRX022916,Nyoman Suryono,622582,Bandung
2/15/2024,TRX022917,Guest,1033697,Bandung
9/18/2023,TRX022918,"KH. Gantar Dongoran, S.E.I",619835,Surabaya
4/17/2023,TRX022919,Guest,584859,Bandung
8/17/2023,TRX022920,Guest,141227,Surabaya
12/17/2023,TRX022921,Guest,440797,Yogyakarta
10/4/2023,TRX022922,Okto Manullang,135948,Jakarta
10/25/2024,TRX022923,"Cut Hafshah Suartini, S.Ked",486197,Yogyakarta
10/11/2024,TRX022924,Siska Suartini,1366653,Yogyakarta
5/14/2024,TRX022925,KH. Gadang Wulandari,667278,Yogyakarta
11/13/2023,TRX022926,Tgk. Hartana Wibisono,110290,Surabaya
4/8/2023,TRX022927,"Dt. Baktiadi Wastuti, M.Ak",526075,Bandung
2/7/2024,TRX022928,"Vino Permadi, S.IP",584543,Bandung
6/30/2024,TRX022929,Asmianto Zulaika,845111,Surabaya
12/3/2023,TRX022930,Guest,177713,Bandung
10/26/2024,TRX022931,Guest,124616,Yogyakarta
1/19/2024,TRX022932,"Ir. Lurhur Suartini, M.M.",1239016,Surabaya
4/23/2024,TRX022933,Guest,657518,Jakarta
8/8/2023,TRX022934,Guest,689510,Jakarta
9/26/2024,TRX022935,Raina Wahyudin,513027,Surabaya
11/12/2024,TRX022936,"Dr. Ajiono Prasetya, S.IP",177280,Bandung
11/18/2023,TRX022937,Malik Gunarto,561381,Semarang
6/5/2023,TRX022938,Guest,1002097,Yogyakarta
9/1/2023,TRX022939,Guest,912767,Semarang
5/29/2023,TRX022940,Guest,363638,Semarang
7/3/2024,TRX022941,Guest,101364,Bandung
1/11/2024,TRX022942,"Cici Nuraini, S.Psi",788946,Bandung
1/17/2024,TRX022943,Guest,648495,Bandung
12/24/2023,TRX022944,Guest,1297065,Surabaya
7/19/2024,TRX022945,Guest,746970,Jakarta
1/19/2023,TRX022946,"Dr. Fitriani Permata, M.Kom.",668112,Jakarta
11/21/2024,TRX022947,Guest,457087,Yogyakarta
8/19/2024,TRX022948,"dr. Humaira Pratiwi, S.T.",545718,Semarang
12/19/2023,TRX022949,Guest,826167,Surabaya
5/12/2024,TRX022950,"Rahmi Ramadan, M.Farm",516873,Yogyakarta
9/4/2024,TRX022951,Guest,417170,Bandung
11/5/2023,TRX022952,Guest,229102,Bandung
5/14/2024,TRX022953,Guest,432725,Jakarta
1/6/2024,TRX022954,Guest,961228,Yogyakarta
5/28/2024,TRX022955,Guest,635738,Surabaya
4/11/2023,TRX022956,Drs. Viktor Sudiati,895036,Jakarta
10/31/2024,TRX022957,"drg. Restu Gunawan, M.M.",1375738,Semarang
2/23/2024,TRX022958,Guest,277885,Semarang
2/17/2024,TRX022959,Hartana Samosir,836385,Semarang
2/15/2023,TRX022960,Guest,268092,Semarang
6/9/2023,TRX022961,Dr. Nova Kuswoyo,100149,Surabaya
6/27/2024,TRX022962,Guest,253334,Yogyakarta
9/26/2023,TRX022963,Guest,358533,Jakarta
10/5/2024,TRX022964,"Hj. Padmi Kuswoyo, S.Ked",623447,Yogyakarta
10/17/2024,TRX022965,Darimin Pratama,1259341,Semarang
5/1/2023,TRX022966,Guest,591858,Semarang
7/18/2023,TRX022967,"Winda Palastri, S.Sos",210943,Yogyakarta
2/25/2024,TRX022968,Guest,668345,Yogyakarta
6/21/2023,TRX022969,"Estiono Wijaya, S.Sos",1444982,Surabaya
9/2/2023,TRX022970,Gaduh Sudiati,1034647,Yogyakarta
8/7/2023,TRX022971,Guest,1146756,Bandung
11/1/2024,TRX022972,Tgk. Edi Budiman,306142,Jakarta
10/15/2024,TRX022973,Guest,1463336,Semarang
11/6/2023,TRX022974,Elvin Siregar,1130247,Semarang
3/30/2024,TRX022975,Violet Wibisono,947780,Surabaya
1/2/2023,TRX022976,Guest,347460,Surabaya
11/4/2023,TRX022977,Kayun Latupono,472254,Surabaya
1/19/2023,TRX022978,Guest,380089,Jakarta
4/21/2024,TRX022979,Guest,713311,Bandung
4/15/2023,TRX022980,Guest,1000606,Bandung
9/15/2023,TRX022981,Natalia Hartati,287047,Semarang
2/15/2024,TRX022982,Anita Farida,1053018,Yogyakarta
8/30/2024,TRX022983,Yahya Rahayu,737498,Yogyakarta
3/31/2024,TRX022984,Praba Gunawan,505220,Surabaya
10/10/2024,TRX022985,Guest,497342,Yogyakarta
4/9/2023,TRX022986,Simon Puspita,690239,Surabaya
9/18/2023,TRX022987,Guest,875319,Surabaya
5/19/2024,TRX022988,"R.A. Ophelia Sirait, S.Pt",89486,Semarang
11/16/2024,TRX022989,Dinda Adriansyah,136011,Surabaya
8/27/2024,TRX022990,Kamila Mangunsong,947448,Semarang
5/15/2024,TRX022991,Guest,1546622,Bandung
12/11/2024,TRX022992,Guest,705613,Bandung
9/9/2023,TRX022993,Mutia Susanti,1253155,Jakarta
10/25/2023,TRX022994,Guest,697935,Bandung
5/8/2023,TRX022995,"Cengkal Usamah, S.E.I",1177122,Jakarta
7/23/2024,TRX022996,Guest,647132,Bandung
12/24/2023,TRX022997,"Unggul Safitri, S.IP",375029,Semarang
12/31/2024,TRX022998,Guest,715819,Semarang
11/24/2023,TRX022999,Guest,1030450,Yogyakarta
8/8/2024,TRX023000,Lili Mulyani,695575,Semarang
12/15/2023,TRX023001,Guest,958443,Bandung
2/12/2023,TRX023002,Guest,180843,Jakarta
6/14/2024,TRX023003,"Vivi Maulana, S.Gz",602535,Yogyakarta
12/30/2024,TRX023004,"T. Maras Thamrin, M.Ak",723805,Semarang
8/10/2023,TRX023005,Guest,1836556,Surabaya
5/26/2024,TRX023006,Guest,1062157,Semarang
10/18/2023,TRX023007,Lili Prakasa,484733,Jakarta
1/17/2024,TRX023008,"drg. Uli Riyanti, S.Kom",1053763,Surabaya
2/17/2024,TRX023009,Guest,939024,Semarang
2/7/2023,TRX023010,Elon Gunarto,1578590,Jakarta
5/6/2023,TRX023011,Guest,884867,Semarang
4/17/2024,TRX023012,"R.A. Zahra Yolanda, S.Psi",553629,Surabaya
1/27/2023,TRX023013,Guest,1179502,Surabaya
7/15/2023,TRX023014,Guest,1102845,Surabaya
9/15/2024,TRX023015,Guest,927525,Surabaya
2/2/2024,TRX023016,"Janet Mulyani, S.Ked",716835,Surabaya
4/14/2023,TRX023017,T. Gada Kuswoyo,983490,Jakarta
1/20/2023,TRX023018,Guest,502430,Semarang
3/21/2023,TRX023019,Guest,566415,Yogyakarta
4/16/2024,TRX023020,Samsul Habibi,210096,Yogyakarta
12/23/2023,TRX023021,Rizki Saputra,1101043,Yogyakarta
9/22/2024,TRX023022,Guest,358306,Jakarta
11/25/2024,TRX023023,Vega Manullang,720411,Yogyakarta
2/1/2023,TRX023024,Guest,572560,Yogyakarta
11/5/2024,TRX023025,Rahmi Usada,235202,Bandung
2/10/2023,TRX023026,Luluh Nasyidah,516935,Surabaya
4/18/2023,TRX023027,Guest,686290,Jakarta
3/24/2024,TRX023028,Guest,520523,Semarang
2/6/2023,TRX023029,Guest,743941,Jakarta
1/28/2024,TRX023030,"Clara Andriani, S.Kom",488733,Semarang
4/16/2024,TRX023031,drg. Oliva Suryono,1024627,Surabaya
8/9/2024,TRX023032,Guest,715213,Semarang
10/23/2024,TRX023033,"Arta Mansur, S.E.",359400,Semarang
10/4/2023,TRX023034,Guest,92346,Yogyakarta
8/11/2024,TRX023035,KH. Bala Halim,198920,Jakarta
2/4/2023,TRX023036,Guest,720170,Bandung
5/15/2024,TRX023037,KH. Adiarja Samosir,324501,Semarang
7/10/2024,TRX023038,Tgk. Natalia Latupono,630585,Surabaya
3/18/2024,TRX023039,Jumari Zulaika,526524,Yogyakarta
12/18/2024,TRX023040,"Puti Ana Manullang, S.Sos",533682,Surabaya
9/3/2024,TRX023041,Guest,1638520,Jakarta
7/2/2023,TRX023042,Jessica Sihombing,584163,Jakarta
6/25/2024,TRX023043,Chandra Zulkarnain,91145,Bandung
11/17/2023,TRX023044,Guest,208004,Semarang
11/18/2023,TRX023045,Guest,127456,Bandung
11/27/2024,TRX023046,Nilam Halim,1073709,Bandung
4/11/2023,TRX023047,Guest,1238917,Yogyakarta
2/12/2024,TRX023048,Asirwanda Uwais,1031099,Semarang
12/21/2024,TRX023049,Guest,754545,Yogyakarta
6/9/2023,TRX023050,Ajiman Zulkarnain,1109291,Jakarta
4/23/2023,TRX023051,Guest,814075,Surabaya
1/9/2024,TRX023052,Guest,182290,Bandung
8/15/2024,TRX023053,Guest,1009602,Bandung
8/31/2023,TRX023054,Guest,515845,Semarang
11/11/2024,TRX023055,Balijan Habibi,733740,Jakarta
7/16/2024,TRX023056,Atmaja Nashiruddin,396235,Semarang
8/22/2024,TRX023057,"Dr. Queen Tamba, S.T.",113118,Surabaya
3/10/2024,TRX023058,Guest,567853,Yogyakarta
3/31/2024,TRX023059,Guest,243446,Jakarta
2/16/2024,TRX023060,Guest,1162694,Semarang
11/24/2024,TRX023061,"R. Nardi Damanik, S.Sos",509645,Semarang
9/13/2023,TRX023062,"dr. Gasti Nuraini, S.Sos",88199,Yogyakarta
12/28/2023,TRX023063,Guest,921746,Surabaya
7/22/2023,TRX023064,Guest,257184,Surabaya
3/14/2024,TRX023065,Guest,275927,Bandung
5/13/2024,TRX023066,Guest,1647006,Jakarta
9/3/2023,TRX023067,Ophelia Setiawan,923112,Surabaya
1/12/2024,TRX023068,Guest,646145,Jakarta
11/20/2024,TRX023069,Guest,38608,Semarang
12/31/2023,TRX023070,Guest,518006,Bandung
12/21/2024,TRX023071,Guest,1333507,Bandung
6/23/2024,TRX023072,Guest,430461,Jakarta
8/31/2024,TRX023073,Guest,403028,Jakarta
2/22/2024,TRX023074,Surya Natsir,1568681,Jakarta
2/16/2023,TRX023075,"Cut Gawati Saputra, S.I.Kom",578229,Jakarta
5/15/2024,TRX023076,Guest,401352,Surabaya
3/1/2023,TRX023077,Arsipatra Handayani,1199822,Semarang
4/10/2024,TRX023078,Gada Latupono,1292998,Jakarta
5/12/2023,TRX023079,Guest,677041,Surabaya
5/17/2023,TRX023080,Guest,339526,Bandung
